filename,label,source,profile_path,dm,group_id
Fold_Iso_Slow_Search_DM172.70_Cand21,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM172.70_Cand21_Profile.png,172.7,Fold_Iso_Slow_Search_DM172.70_Cand21
Fold_Iso_Slow_Search_DM233.80_Cand2,1,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM233.80_Cand2_Profile.png,233.8,CSIRO_J1048
Fold_Binary_MSP_Search_DM91.90_Cand2,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM91.90_Cand2_Profile.png,91.9,Fold_Binary_MSP_Search_DM91.90_Cand2
Fold_Binary_MSP_Search_DM94.00_Cand19,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM94.00_Cand19_Profile.png,94.0,Fold_Binary_MSP_Search_DM94.00_Cand19
Fold_Binary_MSP_Search_DM18.70_Cand13,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM18.70_Cand13_Profile.png,18.7,Fold_Binary_MSP_Search_DM18.70_Cand13
J1520-19.fft,1,GBNCC,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_GBNCC/GBNCC_AI_READY_DATASET/Profile/J1520-19.fft_Profile.png,Unknown,J1520-19
Fold_Binary_MSP_Search_DM25.90_Cand10,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM25.90_Cand10_Profile.png,25.9,Fold_Binary_MSP_Search_DM25.90_Cand10
Fold_Iso_Slow_Search_DM16.40_Cand4,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM16.40_Cand4_Profile.png,16.4,Fold_Iso_Slow_Search_DM16.40_Cand4
Fold_Binary_MSP_Search_DM95.60_Cand23,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM95.60_Cand23_Profile.png,95.6,Fold_Binary_MSP_Search_DM95.60_Cand23
Fold_Iso_Slow_Search_DM167.70_Cand21,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM167.70_Cand21_Profile.png,167.7,Fold_Iso_Slow_Search_DM167.70_Cand21
Fold_Binary_MSP_Search_DM10.60_Cand14,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM10.60_Cand14_Profile.png,10.6,Fold_Binary_MSP_Search_DM10.60_Cand14
Fold_Binary_MSP_Search_DM68.70_Cand19,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM68.70_Cand19_Profile.png,68.7,Fold_Binary_MSP_Search_DM68.70_Cand19
Fold_Binary_MSP_Search_DM32.00_Cand16,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM32.00_Cand16_Profile.png,32.0,Fold_Binary_MSP_Search_DM32.00_Cand16
Fold_Binary_MSP_Search_DM54.80_Cand12,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM54.80_Cand12_Profile.png,54.8,Fold_Binary_MSP_Search_DM54.80_Cand12
Fold_Iso_Slow_Search_DM200.20_Cand7,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM200.20_Cand7_Profile.png,200.2,Fold_Iso_Slow_Search_DM200.20_Cand7
Fold_Binary_MSP_Search_DM99.90_Cand20,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM99.90_Cand20_Profile.png,99.9,Fold_Binary_MSP_Search_DM99.90_Cand20
Fold_Iso_Slow_Search_DM292.20_Cand8,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM292.20_Cand8_Profile.png,292.2,Fold_Iso_Slow_Search_DM292.20_Cand8
Fold_Iso_Slow_Search_DM129.00_Cand4,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM129.00_Cand4_Profile.png,129.0,Fold_Iso_Slow_Search_DM129.00_Cand4
Fold_Iso_Slow_Search_DM117.10_Cand19,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM117.10_Cand19_Profile.png,117.1,Fold_Iso_Slow_Search_DM117.10_Cand19
Fold_Iso_Slow_Search_DM137.10_Cand40,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM137.10_Cand40_Profile.png,137.1,Fold_Iso_Slow_Search_DM137.10_Cand40
Fold_Iso_Slow_Search_DM180.50_Cand16,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM180.50_Cand16_Profile.png,180.5,Fold_Iso_Slow_Search_DM180.50_Cand16
puppi_57595_J1856+09_0473_subs_0001_2170.71ms_Cand.pfd,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/puppi_57595_J1856+09_0473_subs_0001_2170.71ms_Cand.pfd_Profile.png,Unknown,J1856+09
Fold_Binary_MSP_Search_DM19.60_Cand16,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM19.60_Cand16_Profile.png,19.6,Fold_Binary_MSP_Search_DM19.60_Cand16
Fold_Iso_Slow_Search_DM315.00_Cand6,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM315.00_Cand6_Profile.png,315.0,Fold_Iso_Slow_Search_DM315.00_Cand6
Fold_Binary_MSP_Search_DM60.20_Cand12,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM60.20_Cand12_Profile.png,60.2,Fold_Binary_MSP_Search_DM60.20_Cand12
Fold_Binary_MSP_Search_DM50.10_Cand9,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM50.10_Cand9_Profile.png,50.1,Fold_Binary_MSP_Search_DM50.10_Cand9
Fold_Binary_MSP_Search_DM7.40_Cand15,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM7.40_Cand15_Profile.png,7.4,Fold_Binary_MSP_Search_DM7.40_Cand15
p2030.20120729.G36.31-01.13.C.b1.00000,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/p2030.20120729.G36.31-01.13.C.b1.00000_Profile.png,Unknown,J1901+02
Fold_Binary_MSP_Search_DM22.50_Cand17,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM22.50_Cand17_Profile.png,22.5,Fold_Binary_MSP_Search_DM22.50_Cand17
p2030.20100513.G56.21-00.78.C.b0.00000,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/p2030.20100513.G56.21-00.78.C.b0.00000_Profile.png,Unknown,J1938+20
Fold_Binary_MSP_Search_DM79.70_Cand17,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM79.70_Cand17_Profile.png,79.7,Fold_Binary_MSP_Search_DM79.70_Cand17
p2030.20181024.G62.14+02.46.C.b5g0_4_0001_DM197.90_Z0_ACCEL_Cand_1.pfd,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/p2030.20181024.G62.14+02.46.C.b5g0_4_0001_DM197.90_Z0_ACCEL_Cand_1.pfd_Profile.png,Unknown,J1938+27
Fold_Iso_Slow_Search_DM99.80_Cand14,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM99.80_Cand14_Profile.png,99.8,Fold_Iso_Slow_Search_DM99.80_Cand14
Fold_Binary_MSP_Search_DM58.50_Cand11,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM58.50_Cand11_Profile.png,58.5,Fold_Binary_MSP_Search_DM58.50_Cand11
Fold_Iso_Slow_Search_DM291.80_Cand5,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM291.80_Cand5_Profile.png,291.8,Fold_Iso_Slow_Search_DM291.80_Cand5
Fold_Iso_Slow_Search_DM292.80_Cand4,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM292.80_Cand4_Profile.png,292.8,Fold_Iso_Slow_Search_DM292.80_Cand4
J1536-30.fft,1,GBNCC,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_GBNCC/GBNCC_AI_READY_DATASET/Profile/J1536-30.fft_Profile.png,Unknown,J1536-30
Fold_Iso_Slow_Search_DM82.10_Cand9,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM82.10_Cand9_Profile.png,82.1,Fold_Iso_Slow_Search_DM82.10_Cand9
p2030.20111212.G192.72-04.29.N.b0.00000,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/p2030.20111212.G192.72-04.29.N.b0.00000_Profile.png,Unknown,J0557+15
J1120-23.fft,1,GBNCC,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_GBNCC/GBNCC_AI_READY_DATASET/Profile/J1120-23.fft_Profile.png,Unknown,J1120-23
Fold_Binary_MSP_Search_DM56.00_Cand12,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM56.00_Cand12_Profile.png,56.0,Fold_Binary_MSP_Search_DM56.00_Cand12
Fold_Binary_MSP_Search_DM66.90_Cand14,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM66.90_Cand14_Profile.png,66.9,Fold_Binary_MSP_Search_DM66.90_Cand14
Fold_Iso_Slow_Search_DM319.00_Cand3,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM319.00_Cand3_Profile.png,319.0,Fold_Iso_Slow_Search_DM319.00_Cand3
Fold_Binary_MSP_Search_DM35.80_Cand15,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM35.80_Cand15_Profile.png,35.8,Fold_Binary_MSP_Search_DM35.80_Cand15
Fold_Iso_Slow_Search_DM22.30_Cand7,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM22.30_Cand7_Profile.png,22.3,Fold_Iso_Slow_Search_DM22.30_Cand7
Fold_Binary_MSP_Search_DM102.50_Cand22,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM102.50_Cand22_Profile.png,102.5,Fold_Binary_MSP_Search_DM102.50_Cand22
Fold_Binary_MSP_Search_DM83.20_Cand14,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM83.20_Cand14_Profile.png,83.2,Fold_Binary_MSP_Search_DM83.20_Cand14
Fold_Binary_MSP_Search_DM53.60_Cand6,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM53.60_Cand6_Profile.png,53.6,Fold_Binary_MSP_Search_DM53.60_Cand6
Fold_Binary_MSP_Search_DM15.60_Cand13,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM15.60_Cand13_Profile.png,15.6,Fold_Binary_MSP_Search_DM15.60_Cand13
Fold_Binary_MSP_Search_DM86.70_Cand19,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM86.70_Cand19_Profile.png,86.7,Fold_Binary_MSP_Search_DM86.70_Cand19
Fold_Binary_MSP_Search_DM97.80_Cand18,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM97.80_Cand18_Profile.png,97.8,Fold_Binary_MSP_Search_DM97.80_Cand18
Fold_Iso_Slow_Search_DM144.60_Cand31,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM144.60_Cand31_Profile.png,144.6,Fold_Iso_Slow_Search_DM144.60_Cand31
Fold_Binary_MSP_Search_DM1.40_Cand50,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM1.40_Cand50_Profile.png,1.4,Fold_Binary_MSP_Search_DM1.40_Cand50
Fold_Binary_MSP_Search_DM50.90_Cand8,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM50.90_Cand8_Profile.png,50.9,Fold_Binary_MSP_Search_DM50.90_Cand8
Fold_Binary_MSP_Search_DM65.70_Cand14,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM65.70_Cand14_Profile.png,65.7,Fold_Binary_MSP_Search_DM65.70_Cand14
Fold_Binary_MSP_Search_DM53.70_Cand8,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM53.70_Cand8_Profile.png,53.7,Fold_Binary_MSP_Search_DM53.70_Cand8
Fold_Binary_MSP_Search_DM51.50_Cand11,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM51.50_Cand11_Profile.png,51.5,Fold_Binary_MSP_Search_DM51.50_Cand11
Fold_Binary_MSP_Search_DM70.70_Cand15,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM70.70_Cand15_Profile.png,70.7,Fold_Binary_MSP_Search_DM70.70_Cand15
Fold_Binary_MSP_Search_DM33.80_Cand16,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM33.80_Cand16_Profile.png,33.8,Fold_Binary_MSP_Search_DM33.80_Cand16
J2022+25.fft,1,GBNCC,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_GBNCC/GBNCC_AI_READY_DATASET/Profile/J2022+25.fft_Profile.png,Unknown,J2022+25
Fold_Binary_MSP_Search_DM3.20_Cand40,1,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM3.20_Cand40_Profile.png,3.2,CSIRO_J0437
Fold_Iso_Slow_Search_DM8.30_Cand4,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM8.30_Cand4_Profile.png,8.3,Fold_Iso_Slow_Search_DM8.30_Cand4
Fold_Iso_Slow_Search_DM455.30_Cand6,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM455.30_Cand6_Profile.png,455.3,Fold_Iso_Slow_Search_DM455.30_Cand6
Fold_Binary_MSP_Search_DM49.70_Cand11,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM49.70_Cand11_Profile.png,49.7,Fold_Binary_MSP_Search_DM49.70_Cand11
Fold_Binary_MSP_Search_DM53.50_Cand8,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM53.50_Cand8_Profile.png,53.5,Fold_Binary_MSP_Search_DM53.50_Cand8
puppi_58746_CJ1940+26_0303_subs_0001_4.81ms_Cand.pfd,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/puppi_58746_CJ1940+26_0303_subs_0001_4.81ms_Cand.pfd_Profile.png,Unknown,J1940+26
p2030.20130901.G53.37-00.42.N.b2.00000,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/p2030.20130901.G53.37-00.42.N.b2.00000_Profile.png,Unknown,J1932+17
4bit-p2030.20091119.G43.28-01.00.N.b4g0_0001_6.82Hz_Cand,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/4bit-p2030.20091119.G43.28-01.00.N.b4g0_0001_6.82Hz_Cand_Profile.png,Unknown,J1914+08
Fold_Binary_MSP_Search_DM60.60_Cand14,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM60.60_Cand14_Profile.png,60.6,Fold_Binary_MSP_Search_DM60.60_Cand14
p2030.20100831.G44.17+00.44.C.b1g0,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/p2030.20100831.G44.17+00.44.C.b1g0_Profile.png,Unknown,J1910+1017
Fold_Binary_MSP_Search_DM24.30_Cand16,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM24.30_Cand16_Profile.png,24.3,Fold_Binary_MSP_Search_DM24.30_Cand16
Fold_Binary_MSP_Search_DM3.70_Cand32,1,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM3.70_Cand32_Profile.png,3.7,CSIRO_J0437
Fold_Iso_Slow_Search_DM270.20_Cand8,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM270.20_Cand8_Profile.png,270.2,Fold_Iso_Slow_Search_DM270.20_Cand8
Fold_Binary_MSP_Search_DM66.20_Cand18,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM66.20_Cand18_Profile.png,66.2,Fold_Binary_MSP_Search_DM66.20_Cand18
Fold_Binary_MSP_Search_DM85.80_Cand21,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM85.80_Cand21_Profile.png,85.8,Fold_Binary_MSP_Search_DM85.80_Cand21
Fold_Iso_Slow_Search_DM133.40_Cand51,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM133.40_Cand51_Profile.png,133.4,Fold_Iso_Slow_Search_DM133.40_Cand51
Fold_Binary_MSP_Search_DM63.10_Cand17,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM63.10_Cand17_Profile.png,63.1,Fold_Binary_MSP_Search_DM63.10_Cand17
Fold_Binary_MSP_Search_DM72.20_Cand17,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM72.20_Cand17_Profile.png,72.2,Fold_Binary_MSP_Search_DM72.20_Cand17
Fold_Binary_MSP_Search_DM78.60_Cand23,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM78.60_Cand23_Profile.png,78.6,Fold_Binary_MSP_Search_DM78.60_Cand23
Fold_Binary_MSP_Search_DM58.00_Cand15,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM58.00_Cand15_Profile.png,58.0,Fold_Binary_MSP_Search_DM58.00_Cand15
p2030.20110416.G58.59-00.02.N.b5.00000,1,PALFA,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_PALFA/PALFA_AI_READY_DATASET/Profile/p2030.20110416.G58.59-00.02.N.b5.00000_Profile.png,Unknown,J1940+22
Fold_Iso_Slow_Search_DM169.30_Cand9,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM169.30_Cand9_Profile.png,169.3,Fold_Iso_Slow_Search_DM169.30_Cand9
Fold_Binary_MSP_Search_DM94.60_Cand13,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM94.60_Cand13_Profile.png,94.6,Fold_Binary_MSP_Search_DM94.60_Cand13
Fold_Iso_Slow_Search_DM298.60_Cand3,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM298.60_Cand3_Profile.png,298.6,Fold_Iso_Slow_Search_DM298.60_Cand3
Fold_Binary_MSP_Search_DM28.60_Cand17,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM28.60_Cand17_Profile.png,28.6,Fold_Binary_MSP_Search_DM28.60_Cand17
Fold_Iso_Slow_Search_DM360.80_Cand2,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM360.80_Cand2_Profile.png,360.8,Fold_Iso_Slow_Search_DM360.80_Cand2
Fold_Binary_MSP_Search_DM71.10_Cand15,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM71.10_Cand15_Profile.png,71.1,Fold_Binary_MSP_Search_DM71.10_Cand15
Fold_Binary_MSP_Search_DM64.80_Cand15,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM64.80_Cand15_Profile.png,64.8,Fold_Binary_MSP_Search_DM64.80_Cand15
Fold_Binary_MSP_Search_DM48.80_Cand14,0,CSIRO_J0437,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J0437/Profile/Fold_Binary_MSP_Search_DM48.80_Cand14_Profile.png,48.8,Fold_Binary_MSP_Search_DM48.80_Cand14
Fold_Iso_Slow_Search_DM86.50_Cand21,0,CSIRO_J1048,/mnt/c/Users/Albiona Shehu/Desktop/Pulsar Project/candidates_from_CSIRO/CSIRO_J1048/Profile/Fold_Iso_Slow_Search_DM86.50_Cand21_Profile.png,86.5,Fold_Iso_Slow_Search_DM86.50_Cand21
